gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
Male,0,No,Yes,15,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,No internet service,No,No,Month-to-month,Yes,Electronic check,86.2,1283.92,0
Female,0,No,No,41,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),62.51,2662.88,0
Female,0,No,No,63,Yes,No,Fiber optic,No internet service,No internet service,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),98.78,6297.75,0
Male,0,No,Yes,20,Yes,No,Fiber optic,No,No,No internet service,Yes,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),114.98,2239.98,0
Male,1,Yes,Yes,37,No,No phone service,DSL,No,No,No internet service,Yes,No internet service,No internet service,One year,Yes,Bank transfer (automatic),92.61,3337.85,0
Male,0,Yes,No,66,No,No phone service,DSL,No,Yes,No,No,No internet service,No internet service,Two year,No,Credit card (automatic),48.0,3055.57,0
Male,0,No,Yes,27,No,No phone service,Fiber optic,Yes,Yes,Yes,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),47.32,1251.51,1
Female,0,Yes,No,70,No,No phone service,Fiber optic,No,No internet service,Yes,No,No internet service,Yes,Month-to-month,Yes,Electronic check,136.85,9562.18,1
Male,0,No,Yes,58,Yes,Yes,No,No,No internet service,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),22.92,1335.19,0
Female,0,No,Yes,22,Yes,No,Fiber optic,No,Yes,No internet service,No internet service,No,Yes,Month-to-month,Yes,Credit card (automatic),106.76,2388.76,0
Female,0,Yes,No,7,No,No phone service,DSL,No internet service,Yes,No,Yes,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),64.02,506.94,1
Male,0,No,No,15,No,No phone service,Fiber optic,No,Yes,Yes,No internet service,Yes,No internet service,Month-to-month,No,Mailed check,69.47,1145.74,0
Female,0,No,No,70,No,No phone service,DSL,Yes,No internet service,No,Yes,No internet service,No internet service,One year,No,Mailed check,116.08,8123.92,0
Female,0,Yes,No,53,Yes,Yes,DSL,Yes,No,Yes,No internet service,Yes,Yes,Two year,No,Credit card (automatic),66.1,3405.9,0
Male,0,No,Yes,2,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),95.84,128.23,1
Male,0,No,No,28,No,No phone service,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,64.92,1792.38,0
Male,1,Yes,No,18,Yes,Yes,Fiber optic,No internet service,Yes,Yes,Yes,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),72.27,1307.7,0
Male,0,No,No,35,No,No phone service,DSL,No,No internet service,No,Yes,Yes,Yes,One year,No,Mailed check,74.98,2607.72,0
Male,0,Yes,No,70,No,No phone service,Fiber optic,Yes,Yes,No,No internet service,No,No internet service,Month-to-month,Yes,Credit card (automatic),90.17,6369.73,1
Female,1,No,Yes,34,Yes,No,DSL,Yes,No internet service,Yes,No internet service,Yes,Yes,Month-to-month,No,Mailed check,85.4,2863.68,1
Female,0,Yes,No,1,No,No phone service,Fiber optic,Yes,Yes,Yes,No internet service,Yes,No,One year,Yes,Bank transfer (automatic),104.55,82.99,1
Male,0,No,Yes,36,No,No phone service,Fiber optic,No,No,No,No internet service,No,No internet service,Two year,No,Electronic check,79.89,2842.01,0
Male,0,Yes,Yes,65,No,No phone service,DSL,No internet service,No,No internet service,No internet service,Yes,No,Month-to-month,No,Mailed check,26.13,1660.75,0
Male,0,No,Yes,56,No,No phone service,DSL,No internet service,No,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),115.37,6345.78,0
Female,1,No,Yes,70,Yes,No,Fiber optic,No internet service,No internet service,No,No,No internet service,No internet service,Two year,Yes,Electronic check,78.65,5602.26,0
Male,0,No,Yes,32,No,No phone service,DSL,Yes,Yes,No,No internet service,Yes,Yes,Two year,No,Bank transfer (automatic),91.67,2999.9,0
Female,0,No,Yes,7,Yes,Yes,Fiber optic,Yes,No internet service,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,98.46,723.83,0
Female,0,No,No,44,Yes,No,No,Yes,No,Yes,No internet service,Yes,No internet service,Two year,Yes,Credit card (automatic),102.0,4451.54,0
Male,0,Yes,No,6,Yes,No,Fiber optic,Yes,No internet service,No,Yes,Yes,No internet service,Month-to-month,No,Credit card (automatic),51.53,233.18,1
Female,0,Yes,No,46,No,No phone service,Fiber optic,No internet service,Yes,Yes,No,No,No internet service,Two year,Yes,Credit card (automatic),76.26,3480.0,0
Male,0,Yes,No,42,No,No phone service,DSL,No,Yes,Yes,No,No internet service,No,Month-to-month,Yes,Mailed check,24.35,1035.79,1
Male,0,Yes,Yes,55,No,No phone service,Fiber optic,No internet service,No internet service,No,Yes,No,No internet service,One year,No,Mailed check,85.9,4682.11,0
Female,0,Yes,No,68,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No internet service,Month-to-month,Yes,Mailed check,96.51,6503.84,0
Male,0,No,No,11,No,No phone service,Fiber optic,No internet service,No internet service,No,No,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),67.09,805.63,1
Male,0,No,Yes,46,Yes,No,Fiber optic,No internet service,No,No,No internet service,Yes,No internet service,Month-to-month,No,Electronic check,115.02,5347.62,0
Male,0,Yes,Yes,35,No,No phone service,Fiber optic,Yes,No internet service,Yes,No,No,Yes,Month-to-month,No,Electronic check,125.94,4446.91,0
Female,1,Yes,Yes,55,No,No phone service,DSL,No,No internet service,Yes,Yes,Yes,No internet service,Month-to-month,No,Electronic check,110.74,6044.71,0
Male,1,Yes,Yes,10,No,No phone service,No,No,No,Yes,Yes,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),24.38,102.8,1
Male,0,No,Yes,45,No,No phone service,DSL,No internet service,No internet service,No internet service,No internet service,No,No internet service,Month-to-month,Yes,Mailed check,89.13,3998.34,1
Male,0,Yes,Yes,55,No,No phone service,DSL,No internet service,No internet service,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),59.33,3238.8,1
Female,0,Yes,Yes,61,No,No phone service,Fiber optic,No internet service,No internet service,Yes,No,No internet service,No internet service,Month-to-month,No,Credit card (automatic),69.63,4287.06,1
Female,1,Yes,No,66,Yes,Yes,Fiber optic,Yes,No,Yes,No internet service,No internet service,No,Month-to-month,Yes,Electronic check,51.37,3304.73,0
Male,1,No,No,35,Yes,Yes,Fiber optic,Yes,No internet service,No,No internet service,No,No internet service,Two year,No,Electronic check,50.91,1879.66,0
Male,1,No,Yes,42,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Two year,No,Electronic check,108.87,4528.41,0
Male,0,Yes,No,36,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),42.2,1492.13,0
Female,0,No,Yes,17,Yes,Yes,Fiber optic,No internet service,No,No,No,No,No internet service,Month-to-month,No,Bank transfer (automatic),88.95,1487.38,0
Female,0,Yes,No,16,Yes,Yes,No,No,Yes,Yes,No internet service,No,No internet service,Two year,No,Electronic check,27.61,486.61,0
Female,0,Yes,Yes,31,Yes,No,Fiber optic,No internet service,No,Yes,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),125.52,3920.41,0
Female,0,Yes,No,30,Yes,No,No,Yes,No internet service,No,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,86.28,2621.73,0
Female,0,No,Yes,32,No,No phone service,No,Yes,Yes,No internet service,No,No internet service,Yes,Two year,No,Bank transfer (automatic),4.44,127.78,0
Male,0,No,Yes,6,No,No phone service,DSL,No internet service,No,Yes,No internet service,Yes,No internet service,One year,No,Electronic check,80.16,492.62,0
Female,0,No,No,10,No,No phone service,Fiber optic,No,Yes,Yes,No internet service,No,No,Month-to-month,Yes,Electronic check,76.72,757.5,0
Male,0,Yes,No,34,No,No phone service,No,No,Yes,No,Yes,No internet service,No,Month-to-month,No,Mailed check,67.29,2251.17,0
Male,0,Yes,No,8,Yes,No,Fiber optic,Yes,No,Yes,No,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),90.89,747.22,0
Male,0,No,No,15,No,No phone service,DSL,No,No internet service,No internet service,No internet service,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),68.16,1050.86,0
Female,1,Yes,No,12,No,No phone service,Fiber optic,No internet service,No,No internet service,Yes,No internet service,No,Month-to-month,No,Bank transfer (automatic),67.77,760.92,0
Male,0,No,No,47,No,No phone service,No,No internet service,Yes,Yes,Yes,No,No,Month-to-month,No,Mailed check,37.53,1765.65,0
Female,0,Yes,No,67,Yes,Yes,DSL,No,Yes,Yes,No internet service,No internet service,Yes,Two year,No,Bank transfer (automatic),92.52,6207.68,0
Male,1,No,No,58,No,No phone service,Fiber optic,Yes,No internet service,No internet service,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),138.61,7937.24,1
Female,0,Yes,Yes,56,No,No phone service,DSL,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),62.14,3395.79,0
Male,1,No,Yes,23,Yes,No,DSL,No internet service,No,Yes,No internet service,No internet service,No,Month-to-month,No,Bank transfer (automatic),62.24,1436.29,0
Male,0,No,No,14,Yes,No,No,Yes,No internet service,No,No,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),37.1,412.13,1
Female,1,No,Yes,7,No,No phone service,Fiber optic,No internet service,No,Yes,No,No,No internet service,Two year,Yes,Bank transfer (automatic),68.08,485.65,1
Male,0,No,No,47,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No internet service,Month-to-month,No,Credit card (automatic),51.31,2356.73,1
Male,0,No,Yes,34,No,No phone service,Fiber optic,Yes,No internet service,No,No,No internet service,No,Month-to-month,No,Bank transfer (automatic),85.24,2891.73,1
Female,0,No,No,32,No,No phone service,Fiber optic,No,Yes,No internet service,Yes,No internet service,No,Two year,No,Electronic check,112.77,3584.65,0
Female,1,No,No,51,Yes,No,Fiber optic,No,Yes,No internet service,No internet service,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),103.24,5280.71,0
Male,0,No,Yes,55,No,No phone service,DSL,Yes,No,No internet service,No internet service,No internet service,Yes,Two year,No,Mailed check,58.09,3164.21,0
Male,0,No,No,57,No,No phone service,DSL,No internet service,Yes,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),116.42,6673.16,1
Male,0,Yes,No,3,No,No phone service,Fiber optic,No,Yes,No internet service,Yes,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),94.99,266.53,1
Female,0,Yes,Yes,47,Yes,No,Fiber optic,No,No internet service,Yes,No,No internet service,Yes,One year,Yes,Credit card (automatic),52.77,2509.0,0
Male,0,Yes,No,62,Yes,Yes,DSL,Yes,No internet service,No,Yes,No,No internet service,Two year,Yes,Bank transfer (automatic),91.29,5634.69,0
Male,0,Yes,No,13,Yes,No,Fiber optic,No internet service,No internet service,No internet service,Yes,No internet service,Yes,One year,Yes,Mailed check,104.74,1374.49,0
Male,0,Yes,Yes,31,No,No phone service,No,No,No,No internet service,No,No,No internet service,Month-to-month,Yes,Electronic check,65.03,1938.75,1
Male,0,Yes,No,51,No,No phone service,DSL,Yes,No,No internet service,Yes,No internet service,No internet service,Month-to-month,No,Credit card (automatic),47.08,2420.25,0
Female,1,Yes,No,1,No,No phone service,DSL,No,No,No,No,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),117.12,173.16,1
Female,0,Yes,Yes,59,No,No phone service,Fiber optic,Yes,No internet service,Yes,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),68.31,4084.59,1
Female,1,Yes,Yes,34,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No internet service,Month-to-month,No,Bank transfer (automatic),80.9,2691.99,1
Male,0,No,No,26,No,No phone service,Fiber optic,Yes,No internet service,No,Yes,No,No internet service,Two year,No,Bank transfer (automatic),42.02,1105.88,0
Male,0,No,No,45,Yes,No,No,Yes,No,No internet service,Yes,Yes,Yes,Month-to-month,No,Electronic check,63.05,2750.23,0
Male,0,Yes,Yes,70,Yes,No,Fiber optic,Yes,Yes,No internet service,No internet service,Yes,No,Two year,No,Bank transfer (automatic),135.59,9478.1,0
Female,0,Yes,Yes,53,No,No phone service,Fiber optic,No internet service,Yes,Yes,Yes,No internet service,No internet service,One year,Yes,Bank transfer (automatic),86.69,4578.63,0
Female,0,No,No,71,No,No phone service,DSL,No,Yes,No internet service,Yes,No,Yes,Month-to-month,No,Electronic check,52.02,3663.77,0
Female,0,No,Yes,54,No,No phone service,DSL,Yes,No internet service,Yes,Yes,No,No internet service,Month-to-month,No,Mailed check,65.16,3517.98,1
Male,0,Yes,Yes,13,Yes,Yes,DSL,Yes,No internet service,No,No,No,No,One year,No,Credit card (automatic),33.17,480.23,0
Female,1,No,No,38,No,No phone service,DSL,Yes,No,No internet service,No internet service,No,No,Two year,No,Mailed check,73.33,2807.36,0
Male,0,No,Yes,56,Yes,No,No,No internet service,Yes,No internet service,Yes,Yes,No,Month-to-month,Yes,Electronic check,48.82,2672.11,0
Female,0,No,No,22,No,No phone service,Fiber optic,No internet service,No internet service,No internet service,No,No,Yes,Month-to-month,No,Credit card (automatic),52.92,1157.2,0
Female,0,No,No,4,No,No phone service,DSL,Yes,No,Yes,No internet service,No internet service,Yes,Two year,No,Electronic check,100.89,434.4,1
Female,0,Yes,No,51,No,No phone service,DSL,No internet service,Yes,No internet service,Yes,No internet service,No internet service,Month-to-month,No,Credit card (automatic),76.31,3836.73,0
Female,0,No,Yes,49,No,No phone service,No,No internet service,No internet service,No internet service,Yes,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),92.25,4525.16,0
Female,0,No,No,62,No,No phone service,No,No,No internet service,No internet service,No,Yes,No internet service,Two year,No,Bank transfer (automatic),60.64,3766.67,0
Male,0,Yes,No,25,Yes,No,No,No,No,No internet service,No internet service,No,No,Month-to-month,No,Bank transfer (automatic),20.81,535.01,0
Female,0,Yes,Yes,40,No,No phone service,DSL,Yes,Yes,No internet service,No internet service,No internet service,Yes,Two year,Yes,Electronic check,39.42,1625.7,0
Female,0,Yes,No,68,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,50.1,3401.62,0
Female,1,No,Yes,26,No,No phone service,Fiber optic,No,Yes,No internet service,No,No internet service,No,One year,No,Credit card (automatic),89.97,2267.01,0
Female,0,No,No,26,Yes,No,DSL,No,No,No,No internet service,No internet service,Yes,One year,Yes,Bank transfer (automatic),113.47,2945.38,0
Male,0,No,Yes,60,Yes,Yes,Fiber optic,Yes,No,No internet service,Yes,No,No,Two year,Yes,Mailed check,81.3,4834.14,0
Male,0,Yes,Yes,46,Yes,Yes,No,Yes,No internet service,Yes,No internet service,No,Yes,Month-to-month,Yes,Electronic check,97.91,4487.46,1
Female,0,Yes,No,1,Yes,No,Fiber optic,No,No,Yes,No,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),82.51,76.63,0
Female,1,No,Yes,18,Yes,Yes,DSL,No,Yes,No,No internet service,No internet service,No,One year,Yes,Electronic check,98.68,1868.94,1
Male,0,Yes,No,26,Yes,Yes,Fiber optic,No,No,No,Yes,No internet service,Yes,One year,Yes,Credit card (automatic),138.83,3610.51,0
Female,0,No,Yes,35,Yes,Yes,Fiber optic,No,Yes,Yes,No internet service,No,No internet service,Month-to-month,No,Bank transfer (automatic),82.86,2988.29,0
Male,0,No,Yes,8,No,No phone service,Fiber optic,No internet service,No internet service,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),73.61,580.03,1
Male,0,No,Yes,9,Yes,No,DSL,No internet service,No internet service,Yes,No internet service,No,No,Month-to-month,No,Mailed check,37.82,331.35,0
Female,1,No,Yes,12,No,No phone service,Fiber optic,No internet service,Yes,No internet service,Yes,Yes,No internet service,Two year,No,Electronic check,110.53,1246.62,0
Male,1,No,No,30,Yes,No,DSL,No internet service,Yes,Yes,No,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),111.16,3334.69,0
Male,0,No,No,55,Yes,Yes,No,No,No,No,No internet service,Yes,No,Month-to-month,No,Electronic check,68.64,3709.83,1
Male,0,Yes,Yes,52,No,No phone service,Fiber optic,Yes,No,Yes,Yes,No internet service,No,Month-to-month,No,Electronic check,82.83,4386.66,0
Female,0,Yes,No,43,Yes,No,Fiber optic,No internet service,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,67.03,2805.66,0
Male,0,Yes,Yes,35,No,No phone service,No,No internet service,No,No internet service,No,No internet service,No internet service,Month-to-month,No,Mailed check,41.35,1396.57,0
Female,0,Yes,No,29,No,No phone service,Fiber optic,No internet service,No internet service,No,No,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),101.4,2934.23,0
Female,1,No,No,66,No,No phone service,Fiber optic,No internet service,Yes,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),76.34,5062.94,1
Male,1,Yes,Yes,40,Yes,No,Fiber optic,Yes,No internet service,No internet service,Yes,No internet service,No,Month-to-month,Yes,Mailed check,128.87,5074.23,1
Female,0,No,No,20,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No internet service,One year,Yes,Mailed check,99.34,1929.02,0
Female,0,No,No,37,No,No phone service,Fiber optic,No,Yes,No internet service,Yes,No,No,Two year,No,Mailed check,83.44,3030.17,0
Female,0,Yes,No,3,Yes,No,Fiber optic,Yes,No,No internet service,No internet service,No,Yes,Month-to-month,No,Bank transfer (automatic),130.23,434.34,0
Female,0,No,Yes,17,Yes,Yes,DSL,No internet service,Yes,No internet service,No,No internet service,No,One year,No,Mailed check,101.66,1710.28,1
Male,0,No,Yes,57,No,No phone service,DSL,No,No,No,No internet service,No,No internet service,One year,Yes,Electronic check,21.22,1179.0,0
